$id	$permissions	$createdAt	$updatedAt	book	category	episode	fileName	uploaded_at	fileId	bookOrder	categoryOrder	updated_at	episodeOrder	users
68fe0db80022e7e3448e	"[""read(\""user:67609199002b27c2fd49\"")"",""update(\""user:67609199002b27c2fd49\"")"",""delete(\""user:67609199002b27c2fd49\"")""]"	2025-10-26T12:02:01.190+00:00	2025-10-26T12:02:01.190+00:00	דניאל	כתובים	דניאל	כתובים-דניאל-דניאל.json	2025-02-20T13:33:18.148+00:00	67b72f1c003c43bccd5f	5	3	null	1	null
68fe0db9002092a16b41	"[""read(\""user:67609199002b27c2fd49\"")"",""update(\""user:67609199002b27c2fd49\"")"",""delete(\""user:67609199002b27c2fd49\"")""]"	2025-10-26T12:02:02.040+00:00	2025-10-26T12:02:02.040+00:00	חמש המגילות	כתובים	רות	כתובים-חמש המגילות-רות.json	2025-02-20T13:34:25.986+00:00	67b72f610006fc2746e2	4	3	null	1	null
68fe0dba000bf27f2ecb	"[""read(\""user:67609199002b27c2fd49\"")"",""update(\""user:67609199002b27c2fd49\"")"",""delete(\""user:67609199002b27c2fd49\"")""]"	2025-10-26T12:02:02.708+00:00	2025-10-26T12:02:02.708+00:00	חמש המגילות	כתובים	שיר השירים	כתובים-חמש המגילות-שיר השירים.json	2025-02-20T13:34:51.326+00:00	67b72f7a001c2bc18961	4	3	null	2	null
68fe0dba0035bc71f7de	"[""read(\""user:67609199002b27c2fd49\"")"",""update(\""user:67609199002b27c2fd49\"")"",""delete(\""user:67609199002b27c2fd49\"")""]"	2025-10-26T12:02:03.377+00:00	2025-10-26T12:02:03.377+00:00	חמש המגילות	כתובים	קוהלת	כתובים-חמש המגילות-קוהלת.json	2025-02-20T13:35:12.604+00:00	67b72f8f0023b7d913b6	4	3	null	3	null
68fe0dd40030dd48d99b	"[""read(\""user:67609199002b27c2fd49\"")"",""update(\""user:67609199002b27c2fd49\"")"",""delete(\""user:67609199002b27c2fd49\"")""]"	2025-10-26T12:02:29.298+00:00	2025-10-26T12:02:29.298+00:00	ישעיהו	נביאים	ישעיהו	נביאים-ישעיהו-ישעיהו.json	2025-03-13T21:15:24.664+00:00	67d34aea0025135d02d8	5	2	null	1	null
68fe0ddc001bdd532261	"[""read(\""user:67609199002b27c2fd49\"")"",""update(\""user:67609199002b27c2fd49\"")"",""delete(\""user:67609199002b27c2fd49\"")""]"	2025-10-26T12:02:36.977+00:00	2025-10-26T12:02:36.977+00:00	במדבר	תורה	שלח	תורה-במדבר-שלח.json	2025-02-20T19:45:33.231+00:00	67b7865c0014a585f1f3	4	1	null	4	null
68fe0ddd00078b827da3	"[""read(\""user:67609199002b27c2fd49\"")"",""update(\""user:67609199002b27c2fd49\"")"",""delete(\""user:67609199002b27c2fd49\"")""]"	2025-10-26T12:02:37.643+00:00	2025-10-26T12:02:37.643+00:00	במדבר	תורה	קורח	תורה-במדבר-קורח.json	2025-02-20T19:45:44.253+00:00	67b78667001fc3d30658	4	1	null	5	null
68fe0ddd00304f109d38	"[""read(\""user:67609199002b27c2fd49\"")"",""update(\""user:67609199002b27c2fd49\"")"",""delete(\""user:67609199002b27c2fd49\"")""]"	2025-10-26T12:02:38.292+00:00	2025-10-26T12:02:38.292+00:00	במדבר	תורה	חוקת	תורה-במדבר-חוקת.json	2025-02-20T19:45:57.118+00:00	67b78674000f3dbd1c15	4	1	null	6	null
68fe0dde0018bfdca9e7	"[""read(\""user:67609199002b27c2fd49\"")"",""update(\""user:67609199002b27c2fd49\"")"",""delete(\""user:67609199002b27c2fd49\"")""]"	2025-10-26T12:02:38.916+00:00	2025-10-26T12:02:38.916+00:00	במדבר	תורה	בלק	תורה-במדבר-בלק.json	2025-02-20T19:46:08.308+00:00	67b7867f00240d73255b	4	1	null	7	null
68fe0ddf0001d7a84bef	"[""read(\""user:67609199002b27c2fd49\"")"",""update(\""user:67609199002b27c2fd49\"")"",""delete(\""user:67609199002b27c2fd49\"")""]"	2025-10-26T12:02:39.658+00:00	2025-10-26T12:02:39.658+00:00	במדבר	תורה	פינחס	תורה-במדבר-פינחס.json	2025-02-20T19:46:21.322+00:00	67b7868c001e41df06a3	4	1	null	8	null
68fe0f240004ae787d1f	"[""read(\""user:67609199002b27c2fd49\"")"",""update(\""user:67609199002b27c2fd49\"")"",""delete(\""user:67609199002b27c2fd49\"")""]"	2025-10-26T12:08:04.730+00:00	2025-10-26T12:08:04.730+00:00	תרי עשר	נביאים	מלאכי	נביאים-תרי עשר-מלאכי.json	2025-02-20T13:47:24.466+00:00	67b7326b0026e6294599	8	2	null	12	null
68fe0f260019c576f030	"[""read(\""user:67609199002b27c2fd49\"")"",""update(\""user:67609199002b27c2fd49\"")"",""delete(\""user:67609199002b27c2fd49\"")""]"	2025-10-26T12:08:06.942+00:00	2025-10-26T15:04:16.781+00:00	בראשית	תורה	וירא	תורה-בראשית-וירא.json	2025-02-20T13:50:15.998+00:00	67b7331600350c8c4fa0	1	1	null	5	null
68fe0f28002797e4551f	"[""read(\""user:67609199002b27c2fd49\"")"",""update(\""user:67609199002b27c2fd49\"")"",""delete(\""user:67609199002b27c2fd49\"")""]"	2025-10-26T12:08:09.161+00:00	2025-10-26T12:08:09.161+00:00	בראשית	תורה	חיי שרה	תורה-בראשית-חיי שרה.json	2025-02-20T13:50:43.689+00:00	67b7333200353ec9a12c	1	1	null	6	null
68fe0f41003b9e384546	"[""read(\""user:67609199002b27c2fd49\"")"",""update(\""user:67609199002b27c2fd49\"")"",""delete(\""user:67609199002b27c2fd49\"")""]"	2025-10-26T12:08:34.501+00:00	2025-10-26T12:08:34.501+00:00	ויקרא	תורה	מצורע	תורה-ויקרא-מצורע.json	2025-02-20T19:43:09.263+00:00	67b785cc0014d2211c99	3	1	null	5	null
68fe0f44000acb2b8595	"[""read(\""user:67609199002b27c2fd49\"")"",""update(\""user:67609199002b27c2fd49\"")"",""delete(\""user:67609199002b27c2fd49\"")""]"	2025-10-26T12:08:36.702+00:00	2025-10-26T12:08:36.702+00:00	ויקרא	תורה	אחרי מות	תורה-ויקרא-אחרי מות.json	2025-02-20T19:43:23.245+00:00	67b785da001a85c179d9	3	1	null	6	null
